   No.   File  Line   Col. Cls.  Mthd.  Rep.  Tok.     Text
 29170    40   220     5    40   715     0    1713  STARTMETHOD
 29171    40   222    12    40   715     0      32  double
 29172    40   222    19    40   715     0     111  get
 29173    40   222    22    40   715     0      59  (
 29174    40   222    23    40   715     0      60  )
 29175    40   222    25    40   715     0      63  {
 29176    40   223     9    40   715     0      19  return
 29177    40   223    16    40   715     0      59  (
 29178    40   223    17    40   715     0      59  (
 29179    40   223    18    40   715     0     111  unsafe.getDouble
 29180    40   223    34    40   715     0      59  (
 29181    40   223    35    40   715     0     111  ix
 29182    40   223    37    40   715     0      59  (
 29183    40   223    38    40   715     0     111  nextGetIndex
 29184    40   223    50    40   715     0      59  (
 29185    40   223    51    40   715     0      60  )
 29186    40   223    52    40   715     0      60  )
 29187    40   223    53    40   715     0      60  )
 29188    40   223    54    40   715     0      60  )
 29189    40   223    55    40   715     0      60  )
 29190    40   223    56    40   715     0     102  ;
 29191    40   224     5    40   715     0      64  }
 29192    40   224     5    40   715     0    1714  ENDMETHOD
 29193    40   224     5    40   716     0    1715  STARTMETHOD
 29194    40   226    12    40   716     0      32  double
 29195    40   226    19    40   716     0     111  get
 29196    40   226    22    40   716     0      59  (
 29197    40   226    23    40   716     0      36  int
 29198    40   226    27    40   716     0     111  i
 29199    40   226    28    40   716     0      60  )
 29200    40   226    30    40   716     0      63  {
 29201    40   227     9    40   716     0      19  return
 29202    40   227    16    40   716     0      59  (
 29203    40   227    17    40   716     0      59  (
 29204    40   227    18    40   716     0     111  unsafe.getDouble
 29205    40   227    34    40   716     0      59  (
 29206    40   227    35    40   716     0     111  ix
 29207    40   227    37    40   716     0      59  (
 29208    40   227    38    40   716     0     111  checkIndex
 29209    40   227    48    40   716     0      59  (
 29210    40   227    49    40   716     0     111  i
 29211    40   227    50    40   716     0      60  )
 29212    40   227    51    40   716     0      60  )
 29213    40   227    52    40   716     0      60  )
 29214    40   227    53    40   716     0      60  )
 29215    40   227    54    40   716     0      60  )
 29216    40   227    55    40   716     0     102  ;
 29217    40   228     5    40   716     0      64  }
 29218    40   228     5    40   716     0    1716  ENDMETHOD
 29219    40   228     5    40   717     0    1717  STARTMETHOD
 29220    40   230    12    40   717     0     111  DoubleBuffer
 29221    40   230    25    40   717     0     111  get
 29222    40   230    28    40   717     0      59  (
 29223    40   230    29    40   717     0      32  double
 29224    40   230    35    40   717     0      61  [
 29225    40   230    36    40   717     0      62  ]
 29226    40   230    38    40   717     0     111  dst
 29227    40   230    41    40   717     0      66  ,
 29228    40   230    43    40   717     0      36  int
 29229    40   230    47    40   717     0     111  offset
 29230    40   230    53    40   717     0      66  ,
 29231    40   230    55    40   717     0      36  int
 29232    40   230    59    40   717     0     111  length
 29233    40   230    65    40   717     0      60  )
 29234    40   230    67    40   717     0      63  {
 29235    40   232     9    40   717     0      31  if
 29236    40   232    12    40   717     0      59  (
 29237    40   232    13    40   717     0      59  (
 29238    40   232    14    40   717     0     111  length
 29239    40   232    21    40   717     0      90  <<
 29240    40   232    24    40   717     0     112  3
 29241    40   232    25    40   717     0      60  )
 29242    40   232    27    40   717     0      89  >
 29243    40   232    29    40   717     0     111  Bits.JNI_COPY_TO_ARRAY_THRESHOLD
 29244    40   232    61    40   717     0      60  )
 29245    40   232    63    40   717     0      63  {
 29246    40   233    13    40   717     0     111  checkBounds
 29247    40   233    24    40   717     0      59  (
 29248    40   233    25    40   717     0     111  offset
 29249    40   233    31    40   717     0      66  ,
 29250    40   233    33    40   717     0     111  length
 29251    40   233    39    40   717     0      66  ,
 29252    40   233    41    40   717     0     111  dst.length
 29253    40   233    51    40   717     0      60  )
 29254    40   233    52    40   717     0     102  ;
 29255    40   234    13    40   717     1      36  int
 29256    40   234    17    40   717     1     111  pos
 29257    40   234    21    40   717     1      67  =
 29258    40   234    23    40   717     1     111  position
 29259    40   234    31    40   717     1      59  (
 29260    40   234    32    40   717     1      60  )
 29261    40   234    33    40   717     1     102  ;
 29262    40   235    13    40   717     1      36  int
 29263    40   235    17    40   717     1     111  lim
 29264    40   235    21    40   717     1      67  =
 29265    40   235    23    40   717     1     111  limit
 29266    40   235    28    40   717     1      59  (
 29267    40   235    29    40   717     1      60  )
 29268    40   235    30    40   717     1     102  ;
 29269    40   236    13    40   717     0     111  assert
 29270    40   236    20    40   717     0      59  (
 29271    40   236    21    40   717     0     111  pos
 29272    40   236    25    40   717     0      92  <=
 29273    40   236    28    40   717     0     111  lim
 29274    40   236    31    40   717     0      60  )
 29275    40   236    32    40   717     0     102  ;
 29276    40   237    13    40   717     0      36  int
 29277    40   237    17    40   717     0     111  rem
 29278    40   237    21    40   717     0      67  =
 29279    40   237    23    40   717     0      59  (
 29280    40   237    24    40   717     0     111  pos
 29281    40   237    28    40   717     0      92  <=
 29282    40   237    31    40   717     0     111  lim
 29283    40   237    35    40   717     0      58  ?
 29284    40   237    37    40   717     0     111  lim
 29285    40   237    41    40   717     0      77  -
 29286    40   237    43    40   717     0     111  pos
 29287    40   237    47    40   717     0      65  :
 29288    40   237    49    40   717     0     112  0
 29289    40   237    50    40   717     0      60  )
 29290    40   237    51    40   717     0     102  ;
 29291    40   238    13    40   717     0      31  if
 29292    40   238    16    40   717     0      59  (
 29293    40   238    17    40   717     0     111  length
 29294    40   238    24    40   717     0      89  >
 29295    40   238    26    40   717     0     111  rem
 29296    40   238    29    40   717     0      60  )
 29297    40   239    17    40   717     0      20  throw
 29298    40   239    27    40   717     0     111  BufferUnderflowException
 29299    40   239    51    40   717     0      59  (
 29300    40   239    52    40   717     0      60  )
 29301    40   239    53    40   717     0     102  ;
 29302    40   241    13    40   717     0      31  if
 29303    40   241    16    40   717     0      59  (
 29304    40   241    17    40   717     0     111  order
 29305    40   241    22    40   717     0      59  (
 29306    40   241    23    40   717     0      60  )
 29307    40   241    25    40   717     0      71  !=
 29308    40   241    28    40   717     0     111  ByteOrder.nativeOrder
 29309    40   241    49    40   717     0      59  (
 29310    40   241    50    40   717     0      60  )
 29311    40   241    51    40   717     0      60  )
 29312    40   242    17    40   717     0     111  Bits.copyToLongArray
 29313    40   242    37    40   717     0      59  (
 29314    40   242    38    40   717     0     111  ix
 29315    40   242    40    40   717     0      59  (
 29316    40   242    41    40   717     0     111  pos
 29317    40   242    44    40   717     0      60  )
 29318    40   242    45    40   717     0      66  ,
 29319    40   242    47    40   717     0     111  dst
 29320    40   242    50    40   717     0      66  ,
 29321    40   243    43    40   717     0     111  offset
 29322    40   243    50    40   717     0      90  <<
 29323    40   243    53    40   717     0     112  3
 29324    40   243    54    40   717     0      66  ,
 29325    40   244    43    40   717     0     111  length
 29326    40   244    50    40   717     0      90  <<
 29327    40   244    53    40   717     0     112  3
 29328    40   244    54    40   717     0      60  )
 29329    40   244    55    40   717     0     102  ;
 29330    40   245    13    40   717     0      48  else
 29331    40   246    17    40   717     0     111  Bits.copyToByteArray
 29332    40   246    37    40   717     0      59  (
 29333    40   246    38    40   717     0     111  ix
 29334    40   246    40    40   717     0      59  (
 29335    40   246    41    40   717     0     111  pos
 29336    40   246    44    40   717     0      60  )
 29337    40   246    45    40   717     0      66  ,
 29338    40   246    47    40   717     0     111  dst
 29339    40   246    50    40   717     0      66  ,
 29340    40   247    38    40   717     0     111  offset
 29341    40   247    45    40   717     0      90  <<
 29342    40   247    48    40   717     0     112  3
 29343    40   247    49    40   717     0      66  ,
 29344    40   248    38    40   717     0     111  length
 29345    40   248    45    40   717     0      90  <<
 29346    40   248    48    40   717     0     112  3
 29347    40   248    49    40   717     0      60  )
 29348    40   248    50    40   717     0     102  ;
 29349    40   249    13    40   717     0     111  position
 29350    40   249    21    40   717     0      59  (
 29351    40   249    22    40   717     0     111  pos
 29352    40   249    26    40   717     0      74  +
 29353    40   249    28    40   717     0     111  length
 29354    40   249    34    40   717     0      60  )
 29355    40   249    35    40   717     0     102  ;
 29356    40   250     9    40   717     0      64  }
 29357    40   250    11    40   717     0      48  else
 29358    40   250    16    40   717     0      63  {
 29359    40   251    13    40   717     0     111  super.get
 29360    40   251    22    40   717     0      59  (
 29361    40   251    23    40   717     0     111  dst
 29362    40   251    26    40   717     0      66  ,
 29363    40   251    28    40   717     0     111  offset
 29364    40   251    34    40   717     0      66  ,
 29365    40   251    36    40   717     0     111  length
 29366    40   251    42    40   717     0      60  )
 29367    40   251    43    40   717     0     102  ;
 29368    40   252     9    40   717     0      64  }
 29369    40   253     9    40   717     0      19  return
 29370    40   253    16    40   717     0      44  this
 29371    40   253    20    40   717     0     102  ;
 29372    40   257     5    40   717     0      64  }
 29373    40   257     5    40   717     0    1718  ENDMETHOD
 29374    40   257     5    40   718     0    1719  STARTMETHOD
 29375    40   261    12    40   718     0     111  DoubleBuffer
 29376    40   261    25    40   718     0     111  put
 29377    40   261    28    40   718     0      59  (
 29378    40   261    29    40   718     0      32  double
 29379    40   261    36    40   718     0     111  x
 29380    40   261    37    40   718     0      60  )
 29381    40   261    39    40   718     0      63  {
 29382    40   263     9    40   718     0     111  unsafe.putDouble
 29383    40   263    25    40   718     0      59  (
 29384    40   263    26    40   718     0     111  ix
 29385    40   263    28    40   718     0      59  (
 29386    40   263    29    40   718     0     111  nextPutIndex
 29387    40   263    41    40   718     0      59  (
 29388    40   263    42    40   718     0      60  )
 29389    40   263    43    40   718     0      60  )
 29390    40   263    44    40   718     0      66  ,
 29391    40   263    46    40   718     0      59  (
 29392    40   263    47    40   718     0      59  (
 29393    40   263    48    40   718     0     111  x
 29394    40   263    49    40   718     0      60  )
 29395    40   263    50    40   718     0      60  )
 29396    40   263    51    40   718     0      60  )
 29397    40   263    52    40   718     0     102  ;
 29398    40   264     9    40   718     0      19  return
 29399    40   264    16    40   718     0      44  this
 29400    40   264    20    40   718     0     102  ;
 29401    40   268     5    40   718     0      64  }
 29402    40   268     5    40   718     0    1720  ENDMETHOD
 29403    40   268     5    40   719     0    1721  STARTMETHOD
 29404    40   270    12    40   719     0     111  DoubleBuffer
 29405    40   270    25    40   719     0     111  put
 29406    40   270    28    40   719     0      59  (
 29407    40   270    29    40   719     0      36  int
 29408    40   270    33    40   719     0     111  i
 29409    40   270    34    40   719     0      66  ,
 29410    40   270    36    40   719     0      32  double
 29411    40   270    43    40   719     0     111  x
 29412    40   270    44    40   719     0      60  )
 29413    40   270    46    40   719     0      63  {
 29414    40   272     9    40   719     0     111  unsafe.putDouble
 29415    40   272    25    40   719     0      59  (
 29416    40   272    26    40   719     0     111  ix
 29417    40   272    28    40   719     0      59  (
 29418    40   272    29    40   719     0     111  checkIndex
 29419    40   272    39    40   719     0      59  (
 29420    40   272    40    40   719     0     111  i
 29421    40   272    41    40   719     0      60  )
 29422    40   272    42    40   719     0      60  )
 29423    40   272    43    40   719     0      66  ,
 29424    40   272    45    40   719     0      59  (
 29425    40   272    46    40   719     0      59  (
 29426    40   272    47    40   719     0     111  x
 29427    40   272    48    40   719     0      60  )
 29428    40   272    49    40   719     0      60  )
 29429    40   272    50    40   719     0      60  )
 29430    40   272    51    40   719     0     102  ;
 29431    40   273     9    40   719     0      19  return
 29432    40   273    16    40   719     0      44  this
 29433    40   273    20    40   719     0     102  ;
 29434    40   277     5    40   719     0      64  }
 29435    40   277     5    40   719     0    1722  ENDMETHOD
 29436    40   277     5    40   720     0    1723  STARTMETHOD
 29437    40   279    12    40   720     0     111  DoubleBuffer
 29438    40   279    25    40   720     0     111  put
 29439    40   279    28    40   720     0      59  (
 29440    40   279    29    40   720     0     111  DoubleBuffer
 29441    40   279    42    40   720     0     111  src
 29442    40   279    45    40   720     0      60  )
 29443    40   279    47    40   720     0      63  {
 29444    40   281     9    40   720     0      31  if
 29445    40   281    12    40   720     0      59  (
 29446    40   281    13    40   720     0     111  src
 29447    40   281    28    40   720     0     111  DirectDoubleBufferU
 29448    40   281    47    40   720     0      60  )
 29449    40   281    49    40   720     0      63  {
 29450    40   282    13    40   720     0      31  if
 29451    40   282    16    40   720     0      59  (
 29452    40   282    17    40   720     0     111  src
 29453    40   282    21    40   720     0      68  ==
 29454    40   282    24    40   720     0      44  this
 29455    40   282    28    40   720     0      60  )
 29456    40   283    17    40   720     0      20  throw
 29457    40   283    27    40   720     0     111  IllegalArgumentException
 29458    40   283    51    40   720     0      59  (
 29459    40   283    52    40   720     0      60  )
 29460    40   283    53    40   720     0     102  ;
 29461    40   284    13    40   720     0     111  DirectDoubleBufferU
 29462    40   284    33    40   720     0     111  sb
 29463    40   284    36    40   720     0      67  =
 29464    40   284    38    40   720     0      59  (
 29465    40   284    39    40   720     0     111  DirectDoubleBufferU
 29466    40   284    58    40   720     0      60  )
 29467    40   284    59    40   720     0     111  src
 29468    40   284    62    40   720     0     102  ;
 29469    40   286    13    40   720     1      36  int
 29470    40   286    17    40   720     1     111  spos
 29471    40   286    22    40   720     1      67  =
 29472    40   286    24    40   720     1     111  sb.position
 29473    40   286    35    40   720     1      59  (
 29474    40   286    36    40   720     1      60  )
 29475    40   286    37    40   720     1     102  ;
 29476    40   287    13    40   720     1      36  int
 29477    40   287    17    40   720     1     111  slim
 29478    40   287    22    40   720     1      67  =
 29479    40   287    24    40   720     1     111  sb.limit
 29480    40   287    32    40   720     1      59  (
 29481    40   287    33    40   720     1      60  )
 29482    40   287    34    40   720     1     102  ;
 29483    40   288    13    40   720     0     111  assert
 29484    40   288    20    40   720     0      59  (
 29485    40   288    21    40   720     0     111  spos
 29486    40   288    26    40   720     0      92  <=
 29487    40   288    29    40   720     0     111  slim
 29488    40   288    33    40   720     0      60  )
 29489    40   288    34    40   720     0     102  ;
 29490    40   289    13    40   720     0      36  int
 29491    40   289    17    40   720     0     111  srem
 29492    40   289    22    40   720     0      67  =
 29493    40   289    24    40   720     0      59  (
 29494    40   289    25    40   720     0     111  spos
 29495    40   289    30    40   720     0      92  <=
 29496    40   289    33    40   720     0     111  slim
 29497    40   289    38    40   720     0      58  ?
 29498    40   289    40    40   720     0     111  slim
 29499    40   289    45    40   720     0      77  -
 29500    40   289    47    40   720     0     111  spos
 29501    40   289    52    40   720     0      65  :
 29502    40   289    54    40   720     0     112  0
 29503    40   289    55    40   720     0      60  )
 29504    40   289    56    40   720     0     102  ;
 29505    40   291    13    40   720     1      36  int
 29506    40   291    17    40   720     1     111  pos
 29507    40   291    21    40   720     1      67  =
 29508    40   291    23    40   720     1     111  position
 29509    40   291    31    40   720     1      59  (
 29510    40   291    32    40   720     1      60  )
 29511    40   291    33    40   720     1     102  ;
 29512    40   292    13    40   720     1      36  int
 29513    40   292    17    40   720     1     111  lim
 29514    40   292    21    40   720     1      67  =
 29515    40   292    23    40   720     1     111  limit
 29516    40   292    28    40   720     1      59  (
 29517    40   292    29    40   720     1      60  )
 29518    40   292    30    40   720     1     102  ;
 29519    40   293    13    40   720     0     111  assert
 29520    40   293    20    40   720     0      59  (
 29521    40   293    21    40   720     0     111  pos
 29522    40   293    25    40   720     0      92  <=
 29523    40   293    28    40   720     0     111  lim
 29524    40   293    31    40   720     0      60  )
 29525    40   293    32    40   720     0     102  ;
 29526    40   294    13    40   720     0      36  int
 29527    40   294    17    40   720     0     111  rem
 29528    40   294    21    40   720     0      67  =
 29529    40   294    23    40   720     0      59  (
 29530    40   294    24    40   720     0     111  pos
 29531    40   294    28    40   720     0      92  <=
 29532    40   294    31    40   720     0     111  lim
 29533    40   294    35    40   720     0      58  ?
 29534    40   294    37    40   720     0     111  lim
 29535    40   294    41    40   720     0      77  -
 29536    40   294    43    40   720     0     111  pos
 29537    40   294    47    40   720     0      65  :
 29538    40   294    49    40   720     0     112  0
 29539    40   294    50    40   720     0      60  )
 29540    40   294    51    40   720     0     102  ;
 29541    40   296    13    40   720     0      31  if
 29542    40   296    16    40   720     0      59  (
 29543    40   296    17    40   720     0     111  srem
 29544    40   296    22    40   720     0      89  >
 29545    40   296    24    40   720     0     111  rem
 29546    40   296    27    40   720     0      60  )
 29547    40   297    17    40   720     0      20  throw
 29548    40   297    27    40   720     0     111  BufferOverflowException
 29549    40   297    50    40   720     0      59  (
 29550    40   297    51    40   720     0      60  )
 29551    40   297    52    40   720     0     102  ;
 29552    40   298    13    40   720     0     111  unsafe.copyMemory
 29553    40   298    30    40   720     0      59  (
 29554    40   298    31    40   720     0     111  sb.ix
 29555    40   298    36    40   720     0      59  (
 29556    40   298    37    40   720     0     111  spos
 29557    40   298    41    40   720     0      60  )
 29558    40   298    42    40   720     0      66  ,
 29559    40   298    44    40   720     0     111  ix
 29560    40   298    46    40   720     0      59  (
 29561    40   298    47    40   720     0     111  pos
 29562    40   298    50    40   720     0      60  )
 29563    40   298    51    40   720     0      66  ,
 29564    40   298    53    40   720     0     111  srem
 29565    40   298    58    40   720     0      90  <<
 29566    40   298    61    40   720     0     112  3
 29567    40   298    62    40   720     0      60  )
 29568    40   298    63    40   720     0     102  ;
 29569    40   299    13    40   720     1     111  sb.position
 29570    40   299    24    40   720     1      59  (
 29571    40   299    25    40   720     1     111  spos
 29572    40   299    30    40   720     1      74  +
 29573    40   299    32    40   720     1     111  srem
 29574    40   299    36    40   720     1      60  )
 29575    40   299    37    40   720     1     102  ;
 29576    40   300    13    40   720     1     111  position
 29577    40   300    21    40   720     1      59  (
 29578    40   300    22    40   720     1     111  pos
 29579    40   300    26    40   720     1      74  +
 29580    40   300    28    40   720     1     111  srem
 29581    40   300    32    40   720     1      60  )
 29582    40   300    33    40   720     1     102  ;
 29583    40   301     9    40   720     0      64  }
 29584    40   301    11    40   720     0      48  else
 29585    40   301    16    40   720     0      31  if
 29586    40   301    19    40   720     0      59  (
 29587    40   301    20    40   720     0     111  src.hb
 29588    40   301    27    40   720     0      71  !=
 29589    40   301    30    40   720     0      21  null
 29590    40   301    34    40   720     0      60  )
 29591    40   301    36    40   720     0      63  {
 29592    40   303    13    40   720     1      36  int
 29593    40   303    17    40   720     1     111  spos
 29594    40   303    22    40   720     1      67  =
 29595    40   303    24    40   720     1     111  src.position
 29596    40   303    36    40   720     1      59  (
 29597    40   303    37    40   720     1      60  )
 29598    40   303    38    40   720     1     102  ;
 29599    40   304    13    40   720     1      36  int
 29600    40   304    17    40   720     1     111  slim
 29601    40   304    22    40   720     1      67  =
 29602    40   304    24    40   720     1     111  src.limit
 29603    40   304    33    40   720     1      59  (
 29604    40   304    34    40   720     1      60  )
 29605    40   304    35    40   720     1     102  ;
 29606    40   305    13    40   720     0     111  assert
 29607    40   305    20    40   720     0      59  (
 29608    40   305    21    40   720     0     111  spos
 29609    40   305    26    40   720     0      92  <=
 29610    40   305    29    40   720     0     111  slim
 29611    40   305    33    40   720     0      60  )
 29612    40   305    34    40   720     0     102  ;
 29613    40   306    13    40   720     0      36  int
 29614    40   306    17    40   720     0     111  srem
 29615    40   306    22    40   720     0      67  =
 29616    40   306    24    40   720     0      59  (
 29617    40   306    25    40   720     0     111  spos
 29618    40   306    30    40   720     0      92  <=
 29619    40   306    33    40   720     0     111  slim
 29620    40   306    38    40   720     0      58  ?
 29621    40   306    40    40   720     0     111  slim
 29622    40   306    45    40   720     0      77  -
 29623    40   306    47    40   720     0     111  spos
 29624    40   306    52    40   720     0      65  :
 29625    40   306    54    40   720     0     112  0
 29626    40   306    55    40   720     0      60  )
 29627    40   306    56    40   720     0     102  ;
 29628    40   308    13    40   720     0     111  put
 29629    40   308    16    40   720     0      59  (
 29630    40   308    17    40   720     0     111  src.hb
 29631    40   308    23    40   720     0      66  ,
 29632    40   308    25    40   720     0     111  src.offset
 29633    40   308    36    40   720     0      74  +
 29634    40   308    38    40   720     0     111  spos
 29635    40   308    42    40   720     0      66  ,
 29636    40   308    44    40   720     0     111  srem
 29637    40   308    48    40   720     0      60  )
 29638    40   308    49    40   720     0     102  ;
 29639    40   309    13    40   720     0     111  src.position
 29640    40   309    25    40   720     0      59  (
 29641    40   309    26    40   720     0     111  spos
 29642    40   309    31    40   720     0      74  +
 29643    40   309    33    40   720     0     111  srem
 29644    40   309    37    40   720     0      60  )
 29645    40   309    38    40   720     0     102  ;
 29646    40   311     9    40   720     0      64  }
 29647    40   311    11    40   720     0      48  else
 29648    40   311    16    40   720     0      63  {
 29649    40   312    13    40   720     0     111  super.put
 29650    40   312    22    40   720     0      59  (
 29651    40   312    23    40   720     0     111  src
 29652    40   312    26    40   720     0      60  )
 29653    40   312    27    40   720     0     102  ;
 29654    40   313     9    40   720     0      64  }
 29655    40   314     9    40   720     0      19  return
 29656    40   314    16    40   720     0      44  this
 29657    40   314    20    40   720     0     102  ;
 29658    40   318     5    40   720     0      64  }
 29659    40   318     5    40   720     0    1724  ENDMETHOD
 29660    40   318     5    40   721     0    1725  STARTMETHOD
 29661    40   320    12    40   721     0     111  DoubleBuffer
 29662    40   320    25    40   721     0     111  put
 29663    40   320    28    40   721     0      59  (
 29664    40   320    29    40   721     0      32  double
 29665    40   320    35    40   721     0      61  [
 29666    40   320    36    40   721     0      62  ]
 29667    40   320    38    40   721     0     111  src
 29668    40   320    41    40   721     0      66  ,
 29669    40   320    43    40   721     0      36  int
 29670    40   320    47    40   721     0     111  offset
 29671    40   320    53    40   721     0      66  ,
 29672    40   320    55    40   721     0      36  int
 29673    40   320    59    40   721     0     111  length
 29674    40   320    65    40   721     0      60  )
 29675    40   320    67    40   721     0      63  {
 29676    40   322     9    40   721     0      31  if
 29677    40   322    12    40   721     0      59  (
 29678    40   322    13    40   721     0      59  (
 29679    40   322    14    40   721     0     111  length
 29680    40   322    21    40   721     0      90  <<
 29681    40   322    24    40   721     0     112  3
 29682    40   322    25    40   721     0      60  )
 29683    40   322    27    40   721     0      89  >
 29684    40   322    29    40   721     0     111  Bits.JNI_COPY_FROM_ARRAY_THRESHOLD
 29685    40   322    63    40   721     0      60  )
 29686    40   322    65    40   721     0      63  {
 29687    40   323    13    40   721     0     111  checkBounds
 29688    40   323    24    40   721     0      59  (
 29689    40   323    25    40   721     0     111  offset
 29690    40   323    31    40   721     0      66  ,
 29691    40   323    33    40   721     0     111  length
 29692    40   323    39    40   721     0      66  ,
 29693    40   323    41    40   721     0     111  src.length
 29694    40   323    51    40   721     0      60  )
 29695    40   323    52    40   721     0     102  ;
 29696    40   324    13    40   721     1      36  int
 29697    40   324    17    40   721     1     111  pos
 29698    40   324    21    40   721     1      67  =
 29699    40   324    23    40   721     1     111  position
 29700    40   324    31    40   721     1      59  (
 29701    40   324    32    40   721     1      60  )
 29702    40   324    33    40   721     1     102  ;
 29703    40   325    13    40   721     1      36  int
 29704    40   325    17    40   721     1     111  lim
 29705    40   325    21    40   721     1      67  =
 29706    40   325    23    40   721     1     111  limit
 29707    40   325    28    40   721     1      59  (
 29708    40   325    29    40   721     1      60  )
 29709    40   325    30    40   721     1     102  ;
 29710    40   326    13    40   721     0     111  assert
 29711    40   326    20    40   721     0      59  (
 29712    40   326    21    40   721     0     111  pos
 29713    40   326    25    40   721     0      92  <=
 29714    40   326    28    40   721     0     111  lim
 29715    40   326    31    40   721     0      60  )
 29716    40   326    32    40   721     0     102  ;
 29717    40   327    13    40   721     0      36  int
 29718    40   327    17    40   721     0     111  rem
 29719    40   327    21    40   721     0      67  =
 29720    40   327    23    40   721     0      59  (
 29721    40   327    24    40   721     0     111  pos
 29722    40   327    28    40   721     0      92  <=
 29723    40   327    31    40   721     0     111  lim
 29724    40   327    35    40   721     0      58  ?
 29725    40   327    37    40   721     0     111  lim
 29726    40   327    41    40   721     0      77  -
 29727    40   327    43    40   721     0     111  pos
 29728    40   327    47    40   721     0      65  :
 29729    40   327    49    40   721     0     112  0
 29730    40   327    50    40   721     0      60  )
 29731    40   327    51    40   721     0     102  ;
 29732    40   328    13    40   721     0      31  if
 29733    40   328    16    40   721     0      59  (
 29734    40   328    17    40   721     0     111  length
 29735    40   328    24    40   721     0      89  >
 29736    40   328    26    40   721     0     111  rem
 29737    40   328    29    40   721     0      60  )
 29738    40   329    17    40   721     0      20  throw
 29739    40   329    27    40   721     0     111  BufferOverflowException
 29740    40   329    50    40   721     0      59  (
 29741    40   329    51    40   721     0      60  )
 29742    40   329    52    40   721     0     102  ;
 29743    40   331    13    40   721     0      31  if
 29744    40   331    16    40   721     0      59  (
 29745    40   331    17    40   721     0     111  order
 29746    40   331    22    40   721     0      59  (
 29747    40   331    23    40   721     0      60  )
 29748    40   331    25    40   721     0      71  !=
 29749    40   331    28    40   721     0     111  ByteOrder.nativeOrder
 29750    40   331    49    40   721     0      59  (
 29751    40   331    50    40   721     0      60  )
 29752    40   331    51    40   721     0      60  )
 29753    40   332    17    40   721     0     111  Bits.copyFromLongArray
 29754    40   332    39    40   721     0      59  (
 29755    40   332    40    40   721     0     111  src
 29756    40   332    43    40   721     0      66  ,
 29757    40   332    45    40   721     0     111  offset
 29758    40   332    52    40   721     0      90  <<
 29759    40   332    55    40   721     0     112  3
 29760    40   332    56    40   721     0      66  ,
 29761    40   333    45    40   721     0     111  ix
 29762    40   333    47    40   721     0      59  (
 29763    40   333    48    40   721     0     111  pos
 29764    40   333    51    40   721     0      60  )
 29765    40   333    52    40   721     0      66  ,
 29766    40   333    54    40   721     0     111  length
 29767    40   333    61    40   721     0      90  <<
 29768    40   333    64    40   721     0     112  3
 29769    40   333    65    40   721     0      60  )
 29770    40   333    66    40   721     0     102  ;
 29771    40   334    13    40   721     0      48  else
 29772    40   335    17    40   721     0     111  Bits.copyFromByteArray
 29773    40   335    39    40   721     0      59  (
 29774    40   335    40    40   721     0     111  src
 29775    40   335    43    40   721     0      66  ,
 29776    40   335    45    40   721     0     111  offset
 29777    40   335    52    40   721     0      90  <<
 29778    40   335    55    40   721     0     112  3
 29779    40   335    56    40   721     0      66  ,
 29780    40   336    40    40   721     0     111  ix
 29781    40   336    42    40   721     0      59  (
 29782    40   336    43    40   721     0     111  pos
 29783    40   336    46    40   721     0      60  )
 29784    40   336    47    40   721     0      66  ,
 29785    40   336    49    40   721     0     111  length
 29786    40   336    56    40   721     0      90  <<
 29787    40   336    59    40   721     0     112  3
 29788    40   336    60    40   721     0      60  )
 29789    40   336    61    40   721     0     102  ;
 29790    40   337    13    40   721     0     111  position
 29791    40   337    21    40   721     0      59  (
 29792    40   337    22    40   721     0     111  pos
 29793    40   337    26    40   721     0      74  +
 29794    40   337    28    40   721     0     111  length
 29795    40   337    34    40   721     0      60  )
 29796    40   337    35    40   721     0     102  ;
 29797    40   338     9    40   721     0      64  }
 29798    40   338    11    40   721     0      48  else
 29799    40   338    16    40   721     0      63  {
 29800    40   339    13    40   721     0     111  super.put
 29801    40   339    22    40   721     0      59  (
 29802    40   339    23    40   721     0     111  src
 29803    40   339    26    40   721     0      66  ,
 29804    40   339    28    40   721     0     111  offset
 29805    40   339    34    40   721     0      66  ,
 29806    40   339    36    40   721     0     111  length
 29807    40   339    42    40   721     0      60  )
 29808    40   339    43    40   721     0     102  ;
 29809    40   340     9    40   721     0      64  }
 29810    40   341     9    40   721     0      19  return
 29811    40   341    16    40   721     0      44  this
 29812    40   341    20    40   721     0     102  ;
 29813    40   345     5    40   721     0      64  }
 29814    40   345     5    40   721     0    1726  ENDMETHOD
 29815    40   345     5    40   722     0    1727  STARTMETHOD
 29816    40   347    12    40   722     0     111  DoubleBuffer
 29817    40   347    25    40   722     0     111  compact
 29818    40   347    32    40   722     0      59  (
 29819    40   347    33    40   722     0      60  )
 29820    40   347    35    40   722     0      63  {
 29821    40   349     9    40   722     1      36  int
 29822    40   349    13    40   722     1     111  pos
 29823    40   349    17    40   722     1      67  =
 29824    40   349    19    40   722     1     111  position
 29825    40   349    27    40   722     1      59  (
 29826    40   349    28    40   722     1      60  )
 29827    40   349    29    40   722     1     102  ;
 29828    40   350     9    40   722     1      36  int
 29829    40   350    13    40   722     1     111  lim
 29830    40   350    17    40   722     1      67  =
 29831    40   350    19    40   722     1     111  limit
 29832    40   350    24    40   722     1      59  (
 29833    40   350    25    40   722     1      60  )
